Problem_Name,Problem_Category,Ministry,Minister_Name,Days_To_Complete
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,9
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,11
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,4
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,13
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,8
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,13
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,5
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,10
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,4
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,10
Urban housing complaint,housing,minister for housing and urban development,S Muthusamy,12
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,16
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,23
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,21
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,15
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,18
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,22
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,17
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,24
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,22
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,19
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,15
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,15
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,16
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,16
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,24
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,17
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,19
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,22
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,17
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,15
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,24
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,24
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,21
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,20
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,19
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,22
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,18
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,20
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,21
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,19
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,19
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,20
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,22
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,23
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,20
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,21
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,17
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,23
Slum housing maintenance,housing,minister for housing and urban development,S Muthusamy,21
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,6
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,2
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,5
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,4
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,3
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,5
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,3
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,6
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,5
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,5
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,2
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,5
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,4
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,4
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,2
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,7
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,7
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,3
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,7
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,5
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Tourism road maintenance,tourism,minister for tourism,M Mathiventhan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,6
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,3
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,3
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,3
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,6
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,8
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,2
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,3
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,7
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,5
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,3
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,7
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,7
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,8
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,3
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,2
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,6
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,1
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,5
Panchayat sanitation complaint,rural development,minister for rural development,K R Periakaruppan,4
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,27
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,31
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,22
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,30
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,25
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,29
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,25
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,29
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,25
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,22
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,26
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,30
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,28
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,22
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,30
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,28
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,24
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,25
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,27
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,29
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,23
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,31
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,24
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,29
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,27
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,27
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,30
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,25
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,28
Lack of sports equipment,sports,minister for environment-climate change and youth welfare and sports development,Siva V Meyyanathan,31
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,19
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,17
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,17
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,17
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,16
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,18
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,17
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,16
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,12
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,19
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,18
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,15
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,14
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,19
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,20
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,18
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,17
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,20
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,12
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,14
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,18
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,17
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,18
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,16
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,13
Classroom damage complaint,education,minister for school education,Anbil Mahesh Poyyamozhi,11
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,29
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,27
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,24
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,22
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,20
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,24
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,26
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,23
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,20
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,21
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,20
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,28
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,25
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,26
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,20
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,24
Fertilizer shortage,agriculture,minister for agriculture and farmer's welfare,MRK Panneerselvam,27
Prison administration complaint,law,minister for law,S Raghupathy,23
Prison administration complaint,law,minister for law,S Raghupathy,30
Prison administration complaint,law,minister for law,S Raghupathy,30
Prison administration complaint,law,minister for law,S Raghupathy,29
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,25
Prison administration complaint,law,minister for law,S Raghupathy,23
Prison administration complaint,law,minister for law,S Raghupathy,22
Prison administration complaint,law,minister for law,S Raghupathy,23
Prison administration complaint,law,minister for law,S Raghupathy,21
Prison administration complaint,law,minister for law,S Raghupathy,25
Prison administration complaint,law,minister for law,S Raghupathy,21
Prison administration complaint,law,minister for law,S Raghupathy,21
Prison administration complaint,law,minister for law,S Raghupathy,27
Prison administration complaint,law,minister for law,S Raghupathy,30
Prison administration complaint,law,minister for law,S Raghupathy,30
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,29
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,24
Prison administration complaint,law,minister for law,S Raghupathy,24
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,28
Prison administration complaint,law,minister for law,S Raghupathy,25
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,27
Prison administration complaint,law,minister for law,S Raghupathy,28
Prison administration complaint,law,minister for law,S Raghupathy,28
Prison administration complaint,law,minister for law,S Raghupathy,29
Prison administration complaint,law,minister for law,S Raghupathy,26
Prison administration complaint,law,minister for law,S Raghupathy,23
Prison administration complaint,law,minister for law,S Raghupathy,25
Prison administration complaint,law,minister for law,S Raghupathy,28
Prison administration complaint,law,minister for law,S Raghupathy,29
Prison administration complaint,law,minister for law,S Raghupathy,28
Prison administration complaint,law,minister for law,S Raghupathy,21
Prison administration complaint,law,minister for law,S Raghupathy,23
Prison administration complaint,law,minister for law,S Raghupathy,29
Town planning issue,housing,minister for housing and urban development,S Muthusamy,14
Town planning issue,housing,minister for housing and urban development,S Muthusamy,15
Town planning issue,housing,minister for housing and urban development,S Muthusamy,14
Town planning issue,housing,minister for housing and urban development,S Muthusamy,21
Town planning issue,housing,minister for housing and urban development,S Muthusamy,14
Town planning issue,housing,minister for housing and urban development,S Muthusamy,17
Town planning issue,housing,minister for housing and urban development,S Muthusamy,22
Town planning issue,housing,minister for housing and urban development,S Muthusamy,15
Town planning issue,housing,minister for housing and urban development,S Muthusamy,20
Town planning issue,housing,minister for housing and urban development,S Muthusamy,15
Town planning issue,housing,minister for housing and urban development,S Muthusamy,19
Town planning issue,housing,minister for housing and urban development,S Muthusamy,18
Town planning issue,housing,minister for housing and urban development,S Muthusamy,16
Town planning issue,housing,minister for housing and urban development,S Muthusamy,23
Town planning issue,housing,minister for housing and urban development,S Muthusamy,17
Town planning issue,housing,minister for housing and urban development,S Muthusamy,22
Town planning issue,housing,minister for housing and urban development,S Muthusamy,17
Town planning issue,housing,minister for housing and urban development,S Muthusamy,20
Town planning issue,housing,minister for housing and urban development,S Muthusamy,19
Town planning issue,housing,minister for housing and urban development,S Muthusamy,16
Town planning issue,housing,minister for housing and urban development,S Muthusamy,20
Town planning issue,housing,minister for housing and urban development,S Muthusamy,17
Town planning issue,housing,minister for housing and urban development,S Muthusamy,15
Town planning issue,housing,minister for housing and urban development,S Muthusamy,19
Town planning issue,housing,minister for housing and urban development,S Muthusamy,23
Town planning issue,housing,minister for housing and urban development,S Muthusamy,22
Town planning issue,housing,minister for housing and urban development,S Muthusamy,18
Town planning issue,housing,minister for housing and urban development,S Muthusamy,15
Town planning issue,housing,minister for housing and urban development,S Muthusamy,18
Town planning issue,housing,minister for housing and urban development,S Muthusamy,19
Town planning issue,housing,minister for housing and urban development,S Muthusamy,14
Town planning issue,housing,minister for housing and urban development,S Muthusamy,18
Town planning issue,housing,minister for housing and urban development,S Muthusamy,16
Town planning issue,housing,minister for housing and urban development,S Muthusamy,17
Bridge maintenance issue,roads,minister for public works,E V Velu,10
Bridge maintenance issue,roads,minister for public works,E V Velu,3
Bridge maintenance issue,roads,minister for public works,E V Velu,1
Bridge maintenance issue,roads,minister for public works,E V Velu,6
Bridge maintenance issue,roads,minister for public works,E V Velu,8
Bridge maintenance issue,roads,minister for public works,E V Velu,2
Bridge maintenance issue,roads,minister for public works,E V Velu,10
Bridge maintenance issue,roads,minister for public works,E V Velu,7
Bridge maintenance issue,roads,minister for public works,E V Velu,10
Bridge maintenance issue,roads,minister for public works,E V Velu,1
Bridge maintenance issue,roads,minister for public works,E V Velu,3
Bridge maintenance issue,roads,minister for public works,E V Velu,3
Bridge maintenance issue,roads,minister for public works,E V Velu,6
Bridge maintenance issue,roads,minister for public works,E V Velu,2
Bridge maintenance issue,roads,minister for public works,E V Velu,8
Bridge maintenance issue,roads,minister for public works,E V Velu,2
Bridge maintenance issue,roads,minister for public works,E V Velu,8
Bridge maintenance issue,roads,minister for public works,E V Velu,7
Bridge maintenance issue,roads,minister for public works,E V Velu,9
Bridge maintenance issue,roads,minister for public works,E V Velu,9
Bridge maintenance issue,roads,minister for public works,E V Velu,4
Bridge maintenance issue,roads,minister for public works,E V Velu,8
Bridge maintenance issue,roads,minister for public works,E V Velu,4
Bridge maintenance issue,roads,minister for public works,E V Velu,3
Bridge maintenance issue,roads,minister for public works,E V Velu,9
Bridge maintenance issue,roads,minister for public works,E V Velu,8
Bridge maintenance issue,roads,minister for public works,E V Velu,1
Bridge maintenance issue,roads,minister for public works,E V Velu,7
Bridge maintenance issue,roads,minister for public works,E V Velu,5
Bridge maintenance issue,roads,minister for public works,E V Velu,10
Bridge maintenance issue,roads,minister for public works,E V Velu,7
Bridge maintenance issue,roads,minister for public works,E V Velu,2
Bridge maintenance issue,roads,minister for public works,E V Velu,6
Bridge maintenance issue,roads,minister for public works,E V Velu,10
Bridge maintenance issue,roads,minister for public works,E V Velu,4
Bridge maintenance issue,roads,minister for public works,E V Velu,10
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,23
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,21
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,25
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,21
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,26
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,19
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,19
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,22
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,26
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,28
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,28
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,19
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,19
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,25
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,21
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,25
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,23
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,28
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,27
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,26
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,19
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,21
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,24
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,24
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,24
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,24
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,21
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,26
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,24
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,23
Tourist place cleanliness issue,tourism,minister for tourism,M Mathiventhan,22
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,32
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,33
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,34
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,34
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,31
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,26
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,29
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,31
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,27
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,31
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,34
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,30
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,31
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,25
Frequent power cut,electricity,"minister for electricity, prohibition and excise",V Senthilbalaji,28
Village street light issue,rural development,minister for rural development,K R Periakaruppan,10
Village street light issue,rural development,minister for rural development,K R Periakaruppan,14
Village street light issue,rural development,minister for rural development,K R Periakaruppan,13
Village street light issue,rural development,minister for rural development,K R Periakaruppan,11
Village street light issue,rural development,minister for rural development,K R Periakaruppan,13
Village street light issue,rural development,minister for rural development,K R Periakaruppan,10
Village street light issue,rural development,minister for rural development,K R Periakaruppan,16
Village street light issue,rural development,minister for rural development,K R Periakaruppan,7
Village street light issue,rural development,minister for rural development,K R Periakaruppan,8
Village street light issue,rural development,minister for rural development,K R Periakaruppan,10
